original_product_id,product_id,product_name,item_no,cost,price_per_unit,shippable,family_category_id,description
43779,NULL,Welded Wire - Vinyl PVC Coated,WW12145060BK,NULL,160.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43780,NULL,Welded Wire - Vinyl PVC Coated Pool Code,WW154125072BK,NULL,230.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43782,NULL,Welded Wire - Vinyl PVC Coated,WW331210048BK,NULL,200.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43783,NULL,Welded Wire - Vinyl PVC Coated,WW331210072BK,NULL,280.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43784,NULL,Welded Wire - Vinyl PVC Coated,WW24125072BK,NULL,215.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43785,NULL,Welded Wire - Vinyl PVC Coated,WW154125048BK,39.02,170.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43786,NULL,Welded Wire - Vinyl PVC Coated,WW151410048BK,NULL,240.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43856,NULL,Welded Wire - Vinyl PVC Coated,WW33115048BK,NULL,150.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43858,NULL,Welded Wire - Vinyl PVC Coated,WW22115048BK,NULL,210.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43869,NULL,Welded Wire - Vinyl PVC Coated Pool Code,WW154125060BK,51.5,200.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43870,NULL,Welded Wire - Vinyl PVC Coated,WW44115072BK,48.52,190.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43877,NULL,Welded Wire - Vinyl PVC Coated,WW22145072BK,79.0,165.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
